"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","Tryps","HpolINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4380","49811771","49811771-2012-06-06",10,10,2012-06-06,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4381","49811771","49811771-2012-06-19",10,20,2012-06-19,"HA1",2012,"F","Adult",0,"1",0,0,NA,2,1,0.666666666666667,2,1,0.666666666666667,2,2,0.5,3,3,0.5,3,4,0.428571428571429,3,5,0.375,3,5,0.375,4,6,0.4,5,6,0.454545454545455,6,7,0.461538461538462,9,7,0.5625,11,8,0.578947368421053,12,8,0.6,14,9,0.608695652173913,17,13,0.566666666666667,18,13,0.580645161290323
"4382","49811771","49811771-2012-07-03",20,20,2012-07-03,"HA1",2012,"F","Adult",0,"0",0,0,NA,2,0,1,3,2,0.6,6,4,0.6,7,8,0.466666666666667,8,12,0.4,8,12,0.4,9,13,0.409090909090909,9,14,0.391304347826087,10,16,0.384615384615385,13,16,0.448275862068966,16,19,0.457142857142857,19,20,0.487179487179487,22,21,0.511627906976744,27,28,0.490909090909091,30,31,0.491803278688525,30,32,0.483870967741935
"4383","49811771","49811771-2012-07-17",40,20,2012-07-17,"HA1",2012,"F","Adult",0,"0",1,1,0.5,1,1,0.5,1,1,0.5,1,4,0.2,2,9,0.181818181818182,3,10,0.230769230769231,4,12,0.25,6,17,0.260869565217391,7,19,0.269230769230769,8,20,0.285714285714286,14,37,0.274509803921569,20,40,0.333333333333333,24,46,0.342857142857143,27,50,0.350649350649351,34,54,0.386363636363636,34,56,0.377777777777778,34,56,0.377777777777778
"4384","49811771","49811771-2012-08-14",30,50,2012-08-14,"HA1",2012,"F","Adult",0,"1",1,1,0.5,1,6,0.142857142857143,3,11,0.214285714285714,5,12,0.294117647058824,9,15,0.375,10,20,0.333333333333333,12,21,0.363636363636364,14,31,0.311111111111111,18,36,0.333333333333333,19,39,0.327586206896552,27,63,0.3,36,80,0.310344827586207,38,90,0.296875,44,103,0.299319727891156,45,106,0.298013245033113,45,106,0.298013245033113,45,106,0.298013245033113
"4385","49811771","49811771-2012-07-31",10,30,2012-07-31,"HA1",2012,"F","Adult",0,"0",0,1,0,3,3,0.5,5,10,0.333333333333333,6,15,0.285714285714286,8,17,0.32,9,18,0.333333333333333,10,19,0.344827586206897,14,29,0.325581395348837,14,33,0.297872340425532,15,33,0.3125,20,37,0.350877192982456,22,43,0.338461538461538,25,49,0.337837837837838,29,53,0.353658536585366,32,65,0.329896907216495,36,71,0.336448598130841,37,73,0.336363636363636
"4386","49811771","49811771-2012-08-28",40,0,2012-08-28,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,3,0,0,5,0,1,10,0.0909090909090909,2,13,0.133333333333333,2,17,0.105263157894737,3,22,0.12,5,28,0.151515151515152,6,31,0.162162162162162,7,39,0.152173913043478,13,63,0.171052631578947,18,73,0.197802197802198,27,96,0.219512195121951,34,103,0.248175182481752,37,112,0.248322147651007,44,127,0.257309941520468,52,142,0.268041237113402
"4387","49811771","49811771-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult",0,"0",0,2,0,5,9,0.357142857142857,8,16,0.333333333333333,11,21,0.34375,18,35,0.339622641509434,19,39,0.327586206896552,19,45,0.296875,22,56,0.282051282051282,25,63,0.284090909090909,26,67,0.279569892473118,32,103,0.237037037037037,44,131,0.251428571428571,50,145,0.256410256410256,55,173,0.241228070175439,61,197,0.236434108527132,61,197,0.236434108527132,61,197,0.236434108527132
"4398","49829569","49829569-2012-06-06",30,40,2012-06-06,"HA1",2012,"F","Adult",0,"0",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4400","49847790","49847790-2012-06-06",10,90,2012-06-06,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4401","49847790","49847790-2012-06-20",10,100,2012-06-20,"HA1",2012,"F","Adult",0,"1",0,0,NA,2,0,1,2,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,5,0,1,6,0,1,8,2,0.8,12,4,0.75,13,10,0.565217391304348,16,12,0.571428571428571,19,15,0.558823529411765,22,18,0.55,22,21,0.511627906976744
"4402","49847790","49847790-2012-07-03",20,70,2012-07-03,"HA1",2012,"F","Adult",0,"1",0,0,NA,4,1,0.8,6,1,0.857142857142857,6,1,0.857142857142857,10,2,0.833333333333333,10,3,0.769230769230769,11,4,0.733333333333333,16,5,0.761904761904762,16,7,0.695652173913043,16,7,0.695652173913043,16,10,0.615384615384615,21,13,0.617647058823529,24,22,0.521739130434783,26,26,0.5,28,32,0.466666666666667,30,32,0.483870967741935,30,32,0.483870967741935
"4432","52826884","52826884-2012-12-18",10,100,2012-12-18,"HA1",2012,"M","Adult",0,"1",1,7,0.125,10,29,0.256410256410256,14,38,0.269230769230769,18,60,0.230769230769231,20,73,0.21505376344086,20,75,0.210526315789474,26,94,0.216666666666667,31,111,0.21830985915493,33,116,0.221476510067114,39,125,0.23780487804878,47,172,0.214611872146119,67,213,0.239285714285714,76,280,0.213483146067416,97,345,0.219457013574661,120,426,0.21978021978022,142,517,0.215477996965099,157,571,0.215659340659341
"4451","52842550","52842550-2012-06-06",30,100,2012-06-06,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4452","52842550","52842550-2012-06-19",50,80,2012-06-19,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,0,NA,0,0,NA,1,0,1,2,1,0.666666666666667,4,2,0.666666666666667,4,3,0.571428571428571,5,3,0.625,6,4,0.6,7,4,0.636363636363636,12,7,0.631578947368421,14,7,0.666666666666667,14,8,0.636363636363636,15,10,0.6,18,12,0.6,18,13,0.580645161290323,18,13,0.580645161290323
"4453","52842550","52842550-2012-07-03",60,60,2012-07-03,"HA1",2012,"F","Adult",0,"0",0,2,0,1,2,0.333333333333333,1,3,0.25,1,3,0.25,2,4,0.333333333333333,3,6,0.333333333333333,3,6,0.333333333333333,6,8,0.428571428571429,8,10,0.444444444444444,9,12,0.428571428571429,16,22,0.421052631578947,23,23,0.5,27,25,0.519230769230769,29,30,0.491525423728814,30,32,0.483870967741935,30,32,0.483870967741935,30,32,0.483870967741935
"4454","52842550","52842550-2012-07-18",60,90,2012-07-18,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,1,0,2,2,0.5,3,2,0.6,5,6,0.454545454545455,5,8,0.384615384615385,5,11,0.3125,7,14,0.333333333333333,9,16,0.36,9,17,0.346153846153846,16,27,0.372093023255814,20,31,0.392156862745098,24,37,0.39344262295082,28,46,0.378378378378378,33,49,0.402439024390244,35,61,0.364583333333333,36,65,0.356435643564356
"4455","52842550","52842550-2012-08-14",50,100,2012-08-14,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,3,0,2,3,0.4,5,6,0.454545454545455,6,7,0.461538461538462,6,7,0.461538461538462,9,9,0.5,10,11,0.476190476190476,13,13,0.5,15,15,0.5,22,33,0.4,26,47,0.356164383561644,28,52,0.35,32,58,0.355555555555556,36,76,0.321428571428571,42,89,0.320610687022901,44,102,0.301369863013699
"4456","52842550","52842550-2012-07-31",60,90,2012-07-31,"HA1",2012,"F","Adult",0,"1",1,0,1,1,2,0.333333333333333,3,3,0.5,4,4,0.5,6,8,0.428571428571429,6,10,0.375,6,13,0.315789473684211,8,16,0.333333333333333,10,19,0.344827586206897,10,20,0.333333333333333,17,31,0.354166666666667,21,36,0.368421052631579,25,42,0.373134328358209,29,51,0.3625,34,56,0.377777777777778,36,68,0.346153846153846,37,73,0.336363636363636
"4501","66808052","66808052-2012-08-30",60,20,2012-08-30,"HA1",2012,"M","Adult",0,"0",0,1,0,0,4,0,1,5,0.166666666666667,2,9,0.181818181818182,4,21,0.16,5,25,0.166666666666667,5,27,0.15625,7,35,0.166666666666667,7,43,0.14,8,54,0.129032258064516,17,79,0.177083333333333,25,109,0.186567164179104,36,127,0.220858895705521,44,151,0.225641025641026,53,171,0.236607142857143,55,174,0.240174672489083,55,174,0.240174672489083
"4502","66808052","66808052-2012-09-11",100,10,2012-09-11,"HA1",2012,"M","Adult",0,"0",1,3,0.25,3,7,0.3,4,7,0.363636363636364,5,14,0.263157894736842,5,20,0.2,7,21,0.25,8,22,0.266666666666667,8,26,0.235294117647059,9,27,0.25,9,27,0.25,10,36,0.217391304347826,12,48,0.2,16,72,0.181818181818182,20,93,0.176991150442478,30,118,0.202702702702703,40,154,0.206185567010309,53,176,0.231441048034935
"4503","66808052","66808052-2012-10-09",0,0,2012-10-09,"HA1",2012,"M","Adult",1,"0",1,6,0.142857142857143,2,15,0.117647058823529,3,21,0.125,4,30,0.117647058823529,7,36,0.162790697674419,7,41,0.145833333333333,8,51,0.135593220338983,8,60,0.117647058823529,8,66,0.108108108108108,9,69,0.115384615384615,16,91,0.149532710280374,24,107,0.183206106870229,28,139,0.167664670658683,40,165,0.195121951219512,48,191,0.200836820083682,59,227,0.206293706293706,71,278,0.203438395415473
"4505","66808052","66808052-2012-11-07",20,20,2012-11-07,"HA1",2012,"M","Adult",0,"0",0,7,0,6,26,0.1875,7,49,0.125,11,70,0.135802469135802,17,113,0.130769230769231,20,132,0.131578947368421,22,138,0.1375,28,144,0.162790697674419,31,159,0.163157894736842,33,172,0.160975609756098,44,208,0.174603174603175,57,249,0.186274509803922,66,296,0.18232044198895,80,357,0.183066361556064,98,459,0.175942549371634,104,499,0.172470978441128,106,512,0.171521035598705
"4506","66808052","66808052-2012-11-20",40,20,2012-11-20,"HA1",2012,"M","Adult",0,"0",1,5,0.166666666666667,5,13,0.277777777777778,7,23,0.233333333333333,9,41,0.18,14,82,0.145833333333333,17,92,0.155963302752294,19,109,0.1484375,28,134,0.172839506172839,31,161,0.161458333333333,34,179,0.15962441314554,53,269,0.164596273291925,73,323,0.184343434343434,81,399,0.16875,96,465,0.171122994652406,109,546,0.166412213740458,111,560,0.165424739195231,111,560,0.165424739195231
"4527","66809820","66809820-2012-07-17",30,50,2012-07-17,"HA1",2012,"F","NotAdult",0,"0",1,0,1,1,3,0.25,3,7,0.3,5,8,0.384615384615385,9,9,0.5,10,10,0.5,10,10,0.5,12,17,0.413793103448276,16,20,0.444444444444444,16,21,0.432432432432432,22,34,0.392857142857143,28,43,0.394366197183099,30,48,0.384615384615385,33,55,0.375,34,56,0.377777777777778,34,56,0.377777777777778,34,56,0.377777777777778
"4532","66810112","66810112-2012-09-11",50,80,2012-09-11,"HA1",2012,"M","Adult",0,"1",1,1,0.5,1,4,0.2,3,5,0.375,6,6,0.5,11,19,0.366666666666667,14,28,0.333333333333333,15,31,0.326086956521739,17,42,0.288135593220339,25,53,0.320512820512821,26,63,0.292134831460674,39,99,0.282608695652174,46,119,0.278787878787879,47,141,0.25,54,165,0.246575342465753,60,192,0.238095238095238,61,197,0.236434108527132,61,197,0.236434108527132
"4536","66810301","66810301-2012-08-30",10,100,2012-08-30,"HA1",2012,"M","Adult",0,"0",1,1,0.5,5,5,0.5,5,7,0.416666666666667,7,12,0.368421052631579,7,15,0.318181818181818,7,15,0.318181818181818,10,18,0.357142857142857,11,21,0.34375,13,21,0.382352941176471,17,23,0.425,20,35,0.363636363636364,30,46,0.394736842105263,34,67,0.336633663366337,39,87,0.30952380952381,43,116,0.270440251572327,48,140,0.25531914893617,51,153,0.25
"4543","66810776","66810776-2012-07-04",70,30,2012-07-04,"HA1",2012,"M","Adult",0,"0",0,0,NA,1,2,0.333333333333333,1,3,0.25,1,5,0.166666666666667,1,5,0.166666666666667,2,5,0.285714285714286,3,10,0.230769230769231,4,15,0.210526315789474,6,16,0.272727272727273,6,16,0.272727272727273,7,19,0.269230769230769,15,24,0.384615384615385,22,34,0.392857142857143,27,42,0.391304347826087,30,42,0.416666666666667,31,42,0.424657534246575,31,42,0.424657534246575
"4544","66810776","66810776-2012-07-17",70,0,2012-07-17,"HA1",2012,"M","Adult",0,"0",0,1,0,0,1,0,0,1,0,0,2,0,1,3,0.25,1,3,0.25,1,4,0.2,3,6,0.333333333333333,4,8,0.333333333333333,4,10,0.285714285714286,5,16,0.238095238095238,6,21,0.222222222222222,12,34,0.260869565217391,16,45,0.262295081967213,23,49,0.319444444444444,28,51,0.354430379746835,31,56,0.35632183908046
"4545","66810776","66810776-2012-07-31",60,30,2012-07-31,"HA1",2012,"M","Adult",0,"0",0,1,0,0,3,0,0,3,0,1,4,0.2,2,8,0.2,2,9,0.181818181818182,2,13,0.133333333333333,3,18,0.142857142857143,5,20,0.2,6,24,0.2,12,41,0.226415094339623,21,52,0.287671232876712,28,64,0.304347826086957,34,72,0.320754716981132,36,73,0.330275229357798,37,73,0.336363636363636,37,73,0.336363636363636
"4554","66811012","66811012-2012-06-21",90,70,2012-06-21,"HA1",2012,"F","Adult",0,"0",0,1,0,0,1,0,2,2,0.5,2,2,0.5,3,3,0.5,3,4,0.428571428571429,3,4,0.428571428571429,3,7,0.3,4,8,0.333333333333333,4,9,0.307692307692308,7,14,0.333333333333333,9,16,0.36,12,17,0.413793103448276,15,19,0.441176470588235,21,20,0.51219512195122,25,24,0.510204081632653,26,26,0.5
"4591","66815612","66815612-2012-07-18",80,90,2012-07-18,"HA1",2012,"F","Adult",0,"0",1,0,1,3,3,0.5,4,5,0.444444444444444,4,8,0.333333333333333,5,11,0.3125,5,12,0.294117647058824,5,13,0.277777777777778,6,14,0.3,6,17,0.260869565217391,6,17,0.260869565217391,7,18,0.28,11,22,0.333333333333333,18,36,0.333333333333333,23,40,0.365079365079365,30,43,0.410958904109589,33,52,0.388235294117647,35,60,0.368421052631579
"4592","66815612","66815612-2012-07-17",100,70,2012-07-17,"HA1",2012,"F","Adult",0,"0",0,0,NA,1,2,0.333333333333333,1,2,0.333333333333333,1,5,0.166666666666667,2,6,0.25,3,6,0.333333333333333,3,7,0.3,3,9,0.25,3,12,0.2,4,16,0.2,6,23,0.206896551724138,9,24,0.272727272727273,12,27,0.307692307692308,16,33,0.326530612244898,20,37,0.350877192982456,27,43,0.385714285714286,32,50,0.390243902439024
"4593","66815612","66815612-2012-07-31",100,80,2012-07-31,"HA1",2012,"F","Adult",0,"0",1,0,1,1,2,0.333333333333333,1,5,0.166666666666667,2,6,0.25,3,10,0.230769230769231,4,12,0.25,4,12,0.25,4,14,0.222222222222222,5,16,0.238095238095238,5,16,0.238095238095238,8,25,0.242424242424242,10,30,0.25,11,32,0.255813953488372,16,37,0.30188679245283,22,48,0.314285714285714,28,54,0.341463414634146,33,60,0.354838709677419
"4611","66818332","66818332-2012-09-11",10,80,2012-09-11,"HA1",2012,"F","Adult",0,"0",1,3,0.25,6,12,0.333333333333333,7,18,0.28,10,22,0.3125,16,30,0.347826086956522,17,34,0.333333333333333,17,36,0.320754716981132,19,39,0.327586206896552,24,42,0.363636363636364,26,46,0.361111111111111,30,65,0.315789473684211,34,81,0.295652173913043,43,109,0.282894736842105,48,141,0.253968253968254,55,169,0.245535714285714,56,182,0.235294117647059,59,194,0.233201581027668
"4627","66821017","66821017-2012-10-09",0,30,2012-10-09,"HA1",2012,"F","NotAdult",0,"0",1,3,0.25,2,19,0.0952380952380952,5,25,0.166666666666667,8,32,0.2,10,48,0.172413793103448,11,57,0.161764705882353,13,68,0.160493827160494,16,84,0.16,20,95,0.173913043478261,21,100,0.173553719008264,33,135,0.196428571428571,38,159,0.192893401015228,44,185,0.192139737991266,55,222,0.1985559566787,65,251,0.205696202531646,75,294,0.203252032520325,82,324,0.201970443349754
"4684","66828572","66828572-2012-10-23",50,0,2012-10-23,"HA1",2012,"M","Adult",0,"0",0,3,0,1,4,0.2,3,5,0.375,5,19,0.208333333333333,9,32,0.219512195121951,9,39,0.1875,11,45,0.196428571428571,13,56,0.188405797101449,14,70,0.166666666666667,16,79,0.168421052631579,29,136,0.175757575757576,44,198,0.181818181818182,49,237,0.171328671328671,62,269,0.187311178247734,69,315,0.1796875,81,360,0.183673469387755,88,419,0.173570019723866
"4688","66828572","66828572-2012-12-18",40,20,2012-12-18,"HA1",2012,"M","Adult",0,"0",1,6,0.142857142857143,6,15,0.285714285714286,8,28,0.222222222222222,10,48,0.172413793103448,19,91,0.172727272727273,24,102,0.19047619047619,29,119,0.195945945945946,40,147,0.213903743315508,46,176,0.207207207207207,51,195,0.207317073170732,78,292,0.210810810810811,102,354,0.223684210526316,119,434,0.215189873417722,138,517,0.210687022900763,164,608,0.212435233160622,173,623,0.217336683417085,173,623,0.217336683417085
"4752","66843623","66843623-2012-08-15",100,80,2012-08-15,"HA1",2012,"M","NotAdult",0,"0",1,3,0.25,1,5,0.166666666666667,1,8,0.111111111111111,2,9,0.181818181818182,3,14,0.176470588235294,5,17,0.227272727272727,5,17,0.227272727272727,6,20,0.230769230769231,7,25,0.21875,7,25,0.21875,12,37,0.244897959183673,17,43,0.283333333333333,18,52,0.257142857142857,25,58,0.301204819277108,31,73,0.298076923076923,38,86,0.306451612903226,44,97,0.312056737588652
"4753","66843623","66843623-2012-09-28",100,90,2012-09-28,"HA1",2012,"M","Adult",0,"0",0,3,0,1,10,0.0909090909090909,1,15,0.0625,2,22,0.0833333333333333,7,34,0.170731707317073,7,36,0.162790697674419,8,41,0.163265306122449,9,48,0.157894736842105,10,51,0.163934426229508,12,53,0.184615384615385,14,81,0.147368421052632,23,97,0.191666666666667,31,118,0.208053691275168,39,151,0.205263157894737,53,186,0.221757322175732,63,233,0.212837837837838,69,266,0.205970149253731
"4754","66843623","66843623-2012-10-24",100,70,2012-10-24,"HA1",2012,"M","Adult",0,"0",0,5,0,3,23,0.115384615384615,3,35,0.0789473684210526,3,46,0.0612244897959184,7,53,0.116666666666667,8,61,0.115942028985507,8,73,0.0987654320987654,9,85,0.0957446808510638,14,105,0.117647058823529,17,114,0.129770992366412,28,157,0.151351351351351,38,187,0.168888888888889,48,223,0.177121771217712,59,271,0.178787878787879,67,315,0.175392670157068,80,379,0.174291938997821,92,423,0.178640776699029
"4755","66843623","66843623-2012-12-04",100,100,2012-12-04,"HA1",2012,"M","Adult",0,"1",1,1,0.5,4,15,0.210526315789474,6,17,0.260869565217391,10,36,0.217391304347826,12,51,0.19047619047619,14,54,0.205882352941176,15,68,0.180722891566265,19,86,0.180952380952381,20,94,0.175438596491228,20,109,0.155038759689922,28,147,0.16,33,188,0.149321266968326,43,233,0.155797101449275,56,283,0.165191740412979,74,353,0.173302107728337,98,433,0.184557438794727,110,484,0.185185185185185
"4910","66855330","66855330-2012-06-08",10,0,2012-06-08,"HA1",2012,"M","Adult",0,"0",0,0,NA,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,2,2,0.5,2,2,0.5,2,2,0.5,2,2,0.5,2,2,0.5,2,2,0.5,2,5,0.285714285714286,4,5,0.444444444444444,4,6,0.4,7,7,0.5,9,8,0.529411764705882,9,9,0.5,10,9,0.526315789473684
"5006","66859820","66859820-2012-07-04",0,100,2012-07-04,"HA1",2012,"M","Adult",0,"1",0,0,NA,1,0,1,3,0,1,3,0,1,4,0,1,4,0,1,5,0,1,6,0,1,7,1,0.875,8,1,0.888888888888889,12,3,0.8,14,5,0.736842105263158,18,10,0.642857142857143,19,17,0.527777777777778,23,23,0.5,26,33,0.440677966101695,28,36,0.4375
"5007","66859820","66859820-2012-07-31",0,90,2012-07-31,"HA1",2012,"M","Adult",0,"0",0,0,NA,3,1,0.75,5,3,0.625,5,3,0.625,7,3,0.7,8,4,0.666666666666667,9,4,0.692307692307692,11,5,0.6875,14,8,0.636363636363636,15,8,0.652173913043478,16,14,0.533333333333333,22,18,0.55,23,26,0.469387755102041,26,34,0.433333333333333,32,51,0.385542168674699,33,63,0.34375,34,66,0.34
"5008","66859820","66859820-2012-09-11",60,50,2012-09-11,"HA1",2012,"M","Adult",0,"0",0,1,0,1,6,0.142857142857143,3,12,0.2,3,19,0.136363636363636,6,24,0.2,8,28,0.222222222222222,11,33,0.25,12,39,0.235294117647059,17,50,0.253731343283582,19,52,0.267605633802817,29,107,0.213235294117647,50,157,0.241545893719807,57,180,0.240506329113924,61,197,0.236434108527132,61,197,0.236434108527132,61,197,0.236434108527132,61,197,0.236434108527132
"5031","66861012","66861012-2012-06-07",100,80,2012-06-07,"HA1",2012,"F","Adult",0,"1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,1,0,0,1,0,1,1,0.5,1,1,0.5,2,1,0.666666666666667,2,3,0.4,3,4,0.428571428571429,3,4,0.428571428571429
"5065","66863517","66863517-2012-06-07",40,40,2012-06-07,"HA1",2012,"F","NotAdult",0,"0",0,0,NA,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,3,4,0.428571428571429,4,4,0.5,5,5,0.5,5,5,0.5,5,5,0.5,5,5,0.5,5,5,0.5
"5111","66865371","66865371-2012-06-07",10,80,2012-06-07,"HA1",2012,"M","Adult",0,"1",0,0,NA,1,0,1,1,0,1,1,0,1,1,1,0.5,2,1,0.666666666666667,2,2,0.5,2,2,0.5,2,2,0.5,2,2,0.5,2,3,0.4,2,3,0.4,4,5,0.444444444444444,4,5,0.444444444444444,5,5,0.5,5,5,0.5,5,5,0.5
"5112","66865371","66865371-2012-06-19",10,10,2012-06-19,"HA1",2012,"M","Adult",0,"0",1,1,0.5,1,2,0.333333333333333,2,3,0.4,2,3,0.4,2,3,0.4,2,3,0.4,2,3,0.4,3,3,0.5,3,4,0.428571428571429,3,5,0.375,5,6,0.454545454545455,6,7,0.461538461538462,9,7,0.5625,13,8,0.619047619047619,14,9,0.608695652173913,15,12,0.555555555555556,17,13,0.566666666666667
"5120","66866543","66866543-2012-09-27",50,0,2012-09-27,"HA1",2012,"F","NotAdult",0,"0",0,2,0,1,3,0.25,1,4,0.2,3,15,0.166666666666667,6,23,0.206896551724138,6,27,0.181818181818182,8,32,0.2,9,41,0.18,10,52,0.161290322580645,12,60,0.166666666666667,22,95,0.188034188034188,34,139,0.196531791907514,38,161,0.190954773869347,48,175,0.2152466367713,54,205,0.208494208494208,63,233,0.212837837837838,70,273,0.204081632653061
"5194","66872112","66872112-2012-10-09",0,70,2012-10-09,"HA1",2012,"M","Adult",0,"0",0,4,0,5,16,0.238095238095238,8,25,0.242424242424242,12,33,0.266666666666667,16,45,0.262295081967213,16,51,0.238805970149254,19,59,0.243589743589744,21,68,0.235955056179775,26,79,0.247619047619048,27,82,0.247706422018349,31,131,0.191358024691358,40,160,0.2,49,202,0.195219123505976,58,238,0.195945945945946,69,266,0.205970149253731,74,299,0.198391420911528,78,327,0.192592592592593
"5195","66872112","66872112-2012-10-23",10,70,2012-10-23,"HA1",2012,"M","Adult",0,"1",3,6,0.333333333333333,7,26,0.212121212121212,11,39,0.22,16,47,0.253968253968254,19,64,0.228915662650602,22,68,0.244444444444444,24,76,0.24,28,99,0.220472440944882,29,122,0.19205298013245,29,129,0.183544303797468,41,169,0.195238095238095,49,224,0.179487179487179,59,272,0.178247734138973,71,323,0.180203045685279,80,363,0.18058690744921,84,410,0.17004048582996,89,421,0.174509803921569
"5197","66872112","66872112-2012-11-20",0,60,2012-11-20,"HA1",2012,"M","Adult",0,"0",3,4,0.428571428571429,9,14,0.391304347826087,14,26,0.35,16,45,0.262295081967213,19,71,0.211111111111111,20,78,0.204081632653061,23,96,0.19327731092437,34,116,0.226666666666667,35,128,0.214723926380368,38,147,0.205405405405405,48,225,0.175824175824176,60,288,0.172413793103448,72,338,0.175609756097561,80,387,0.171306209850107,92,444,0.171641791044776,99,495,0.166666666666667,108,548,0.164634146341463
"5305","66878865","66878865-2012-06-19",80,80,2012-06-19,"HA1",2012,"M","Adult",0,"1",0,1,0,1,1,0.5,1,1,0.5,2,1,0.666666666666667,3,2,0.6,3,3,0.5,3,3,0.5,3,3,0.5,4,3,0.571428571428571,4,3,0.571428571428571,5,3,0.625,8,7,0.533333333333333,9,9,0.5,15,10,0.6,16,10,0.615384615384615,18,11,0.620689655172414,18,12,0.6
"5306","66878865","66878865-2012-07-03",70,0,2012-07-03,"HA1",2012,"M","Adult",0,"0",0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0.5,1,1,0.5,1,1,0.5,3,2,0.6,4,3,0.571428571428571,4,3,0.571428571428571,5,9,0.357142857142857,6,12,0.333333333333333,12,19,0.387096774193548,15,26,0.365853658536585,21,28,0.428571428571429,26,30,0.464285714285714,29,32,0.475409836065574
"5307","66878865","66878865-2012-08-14",70,0,2012-08-14,"HA1",2012,"M","Adult",0,"0",0,2,0,1,4,0.2,1,4,0.2,1,5,0.166666666666667,2,6,0.25,2,6,0.25,2,7,0.222222222222222,4,12,0.25,6,17,0.260869565217391,6,19,0.24,8,30,0.210526315789474,10,42,0.192307692307692,16,61,0.207792207792208,20,80,0.2,30,87,0.256410256410256,37,95,0.28030303030303,42,104,0.287671232876712
"5308","66878865","66878865-2012-07-31",60,100,2012-07-31,"HA1",2012,"M","Adult",0,"0",0,1,0,2,2,0.5,2,3,0.4,3,5,0.375,5,6,0.454545454545455,6,7,0.461538461538462,7,9,0.4375,7,10,0.411764705882353,7,12,0.368421052631579,8,15,0.347826086956522,14,24,0.368421052631579,21,33,0.388888888888889,22,36,0.379310344827586,27,42,0.391304347826087,29,54,0.349397590361446,35,58,0.376344086021505,36,68,0.346153846153846
"5309","66878865","66878865-2012-08-29",100,80,2012-08-29,"HA1",2012,"M","Adult",0,"0",1,4,0.2,1,9,0.1,1,14,0.0666666666666667,2,15,0.117647058823529,3,22,0.12,5,26,0.161290322580645,5,26,0.161290322580645,6,29,0.171428571428571,7,36,0.162790697674419,7,37,0.159090909090909,12,51,0.19047619047619,17,60,0.220779220779221,18,72,0.2,26,82,0.240740740740741,32,103,0.237037037037037,42,123,0.254545454545455,48,138,0.258064516129032
"5446","66883112","66883112-2012-06-06",70,100,2012-06-06,"HA1",2012,"F","Adult",0,"0",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
